,BuildingType,PrimaryPropertyType,PropertyName,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,ENERGYSTARScore,Latitude,Longitude,TotalGHGEmissions,SiteEnergyUse(kBtu)
4378,Multifamily LR (1-4),Low-Rise Multifamily,Buckley Apartments,3,east,1928,1.0,3.0,0,34455,"Multifamily Housing, Parking",Multifamily Housing,31455.0,82.0,47.6199,-122.31036999999999,74.33,1639849.25
4379,Multifamily LR (1-4),Low-Rise Multifamily,Boylston Apartments,3,east,1990,1.0,4.0,0,28038,"Multifamily Housing, Parking",Multifamily Housing,28038.0,83.0,47.61807,-122.32285,5.29,759405.6875
4380,Multifamily LR (1-4),Low-Rise Multifamily,Lancaster Apartments,3,east,1924,1.0,3.0,0,24939,Multifamily Housing,Multifamily Housing,24939.0,81.0,47.62121,-122.32292,4.15,595978.0
4381,NonResidential,Distribution Center,MCNIVEN,2,greater duwamish,1955,1.0,1.0,0,26680,Distribution Center,Distribution Center,33987.0,92.0,47.564890000000005,-122.3409,1.7,243518.2031
4382,NonResidential,Warehouse,VISKO BUILDING,1,delridge,1953,1.0,1.0,0,31521,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,31521.0,6.0,47.56447,-122.35335,61.71,1788148.0
4383,NonResidential,Warehouse,QFC Warehouse,2,greater duwamish,1951,1.0,1.0,0,24000,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,20400.0,,47.56982,-122.33478999999998,46.64,1257033.5
4384,NonResidential,Self-Storage Facility,HGA Investment LLC,2,greater duwamish,1952,1.0,1.0,0,21900,Self-Storage Facility,Self-Storage Facility,21900.0,,47.56487,-122.34181000000001,65.65,1333637.625
4385,NonResidential,Retail Store,Seattle Habitat Store,2,greater duwamish,1953,1.0,1.0,0,39900,"Non-Refrigerated Warehouse, Retail Store",Retail Store,25000.0,100.0,47.56535,-122.34053999999999,5.46,145468.7969
4386,NonResidential,Warehouse,"Compton Lumber Co., Inc",2,greater duwamish,1961,1.0,1.0,0,38005,"Non-Refrigerated Warehouse, Office, Self-Storage Facility",Non-Refrigerated Warehouse,21560.0,,47.56897,-122.33617,10.75,752093.625
4387,NonResidential,Distribution Center,3851 Distribution Center,2,greater duwamish,1998,1.0,1.0,0,35579,Distribution Center,Distribution Center,35579.0,72.0,47.5678,-122.33622,39.05,1096646.25
4388,Multifamily MR (5-9),Mid-Rise Multifamily,Portofino Apartments,4,lake union,2008,1.0,5.0,14620,25885,"Multifamily Housing, Parking",Multifamily Housing,23495.0,98.0,47.65331,-122.34445,4.78,685888.1875
4389,NonResidential,Distribution Center,3317,2,greater duwamish,1975,1.0,1.0,0,49950,Distribution Center,Distribution Center,49950.0,77.0,47.57382,-122.32672,1.67,238969.7031
4390,Multifamily LR (1-4),Low-Rise Multifamily,Canterbury Shores,3,east,1967,0.0,4.0,0,118154,"Multifamily Housing, Parking, Swimming Pool",Multifamily Housing,93154.0,33.0,47.64202,-122.28039,50.31,3960898.75
4391,SPS-District K-12,K-12 School,Stevens Elementary,3,east,2001,1.0,3.0,0,62078,K-12 School,K-12 School,62078.0,97.0,47.6315,-122.30761000000001,50.69,1955013.5
4392,Multifamily MR (5-9),Mid-Rise Multifamily,Aristo,7,downtown,2004,1.0,5.0,0,62665,"Multifamily Housing, Parking",Multifamily Housing,62565.0,58.0,47.6172,-122.3359,94.98,2845068.0
4393,Multifamily LR (1-4),Low-Rise Multifamily,Howell Street Apartments,3,east,1987,1.0,4.0,0,34924,Multifamily Housing,Multifamily Housing,34924.0,79.0,47.61736,-122.31398999999999,5.28,757167.3125
4394,NonResidential,Worship Facility,Magnolia United Church of Christ,7,magnolia / queen anne,1947,1.0,2.0,0,22612,Worship Facility,Worship Facility,22612.0,87.0,47.63927,-122.4032,31.6,731321.8125
4395,Multifamily LR (1-4),Low-Rise Multifamily,CHE SENH MINH,2,greater duwamish,2003,1.0,4.0,0,27076,Multifamily Housing,Multifamily Housing,27076.0,75.0,47.58025,-122.31381,4.83,693045.0
4396,Multifamily MR (5-9),Mid-Rise Multifamily,Carrara Condominium,7,magnolia / queen anne,1999,1.0,6.0,0,48150,Multifamily Housing,Multifamily Housing,48150.0,77.0,47.61934,-122.35713,15.35,1518548.75
4397,Multifamily MR (5-9),Mid-Rise Multifamily,Cascade Condominium,7,magnolia / queen anne,1991,2.0,5.0,0,59227,Multifamily Housing,Multifamily Housing,59227.0,58.0,47.639720000000004,-122.34236000000001,71.99,2294737.25
4398,NonResidential,Other,Toyota of Lake City,5,north,1976,1.0,2.0,0,38787,"Automobile Dealership, Parking",Automobile Dealership,38787.0,,47.72599,-122.29314,67.52,3204685.5
4399,NonResidential,Self-Storage Facility,Lake City Mini Storage,5,north,1988,2.0,2.0,0,50368,Self-Storage Facility,Self-Storage Facility,50369.0,,47.72356,-122.29378,28.58,753275.1875
4400,NonResidential,Warehouse,Mallory Safety & Supply LLC,2,greater duwamish,1938,1.0,1.0,0,30545,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,23545.0,12.0,47.553020000000004,-122.33605,61.53,1577040.875
4401,Multifamily LR (1-4),Low-Rise Multifamily,Qualman,3,central,1907,1.0,3.0,0,25248,Multifamily Housing,Multifamily Housing,25248.0,42.0,47.61359,-122.31336999999999,88.89,1866460.25
4402,Multifamily LR (1-4),Low-Rise Multifamily,Paramount Apartments,3,east,1910,1.0,3.0,0,28380,Multifamily Housing,Multifamily Housing,28380.0,93.0,47.6148,-122.31313999999999,10.89,770736.125
4403,Multifamily LR (1-4),Low-Rise Multifamily,Bancroft,3,east,1907,1.0,3.0,0,24783,Multifamily Housing,Multifamily Housing,24783.0,38.0,47.61577,-122.31315,82.87,1750099.75
4404,Multifamily MR (5-9),Mid-Rise Multifamily,The Narada,7,magnolia / queen anne,1926,1.0,5.0,0,40572,"Multifamily Housing, Parking",Multifamily Housing,37767.0,53.0,47.62942,-122.35771000000001,32.33,1349970.5
4405,Multifamily LR (1-4),Low-Rise Multifamily,The Park,7,magnolia / queen anne,1948,1.0,3.0,0,26044,"Multifamily Housing, Parking",Multifamily Housing,26044.0,86.0,47.62982,-122.35706,33.92,1116475.125
4406,Multifamily MR (5-9),Mid-Rise Multifamily,Queen Anne Heights,7,magnolia / queen anne,1970,1.0,8.0,0,36926,Multifamily Housing,Multifamily Housing,36926.0,50.0,47.63019,-122.35625,35.26,1764767.25
4407,Multifamily MR (5-9),Mid-Rise Multifamily,The Q,7,magnolia / queen anne,1950,1.0,6.0,7565,84138,"Multifamily Housing, Parking",Multifamily Housing,84138.0,86.0,47.63107,-122.35708000000001,199.79,4633186.0
4408,Multifamily LR (1-4),Low-Rise Multifamily,Greenwich,7,magnolia / queen anne,1928,1.0,3.0,6786,28284,"Multifamily Housing, Parking",Multifamily Housing,35070.0,79.0,47.63087,-122.3566,92.58,1993766.375
4409,Multifamily LR (1-4),Low-Rise Multifamily,The Carlyle,7,magnolia / queen anne,1928,1.0,3.0,0,21376,Multifamily Housing,Multifamily Housing,21376.0,79.0,47.63066,-122.35763999999999,47.7,1106701.0
4410,Multifamily LR (1-4),Low-Rise Multifamily,Hillcrest Manor Apartments,7,magnolia / queen anne,1928,1.0,3.0,2262,26678,"Multifamily Housing, Parking",Multifamily Housing,28940.0,19.0,47.63106,-122.35763999999999,90.31,1913558.375
4411,NonResidential,K-12 School,St. Anne School,7,magnolia / queen anne,1922,1.0,3.0,0,32691,K-12 School,K-12 School,33550.0,99.0,47.63111,-122.35813999999999,29.82,971990.3125
4412,Multifamily MR (5-9),Mid-Rise Multifamily,West Town View,7,magnolia / queen anne,1977,1.0,6.0,0,40758,Multifamily Housing,Multifamily Housing,40758.0,90.0,47.631609999999995,-122.35967,7.91,1134195.5
4413,NonResidential,Worship Facility,St. Anne Church & Rectory,7,magnolia / queen anne,1963,1.0,2.0,0,24227,Worship Facility,Worship Facility,26210.0,55.0,47.63159,-122.35838999999999,47.59,1086678.125
4414,Multifamily LR (1-4),Low-Rise Multifamily,Queen Anne Court Apartments,7,magnolia / queen anne,1910,1.0,4.0,0,24540,Multifamily Housing,Multifamily Housing,24540.0,92.0,47.63208,-122.35751,19.76,739869.6875
4415,Multifamily LR (1-4),Low-Rise Multifamily,Galer Crest Apartments,7,magnolia / queen anne,1930,1.0,3.0,0,37944,"Multifamily Housing, Parking",Multifamily Housing,37944.0,18.0,47.63205,-122.35633,101.96,2248134.5
4416,Multifamily LR (1-4),Small- and Mid-Sized Office,Queenview Apartments,7,magnolia / queen anne,1917,1.0,4.0,0,28546,Office,Office,28546.0,99.0,47.63217,-122.36532,28.44,623107.6875
4417,Multifamily HR (10+),High-Rise Multifamily,The Concord,7,downtown,1999,1.0,13.0,0,219874,Multifamily Housing,,,17.0,47.617329999999995,-122.35376000000001,408.82,13217550.0
4418,Multifamily MR (5-9),Mid-Rise Multifamily,Continental House Condominium,7,magnolia / queen anne,1970,1.0,8.0,7640,66096,Multifamily Housing,Multifamily Housing,62422.0,42.0,47.62835,-122.35491,127.74,3704086.5
4419,Multifamily HR (10+),High-Rise Multifamily,Continental Place,7,downtown,1981,1.0,33.0,0,190610,"Multifamily Housing, Parking, Swimming Pool",Multifamily Housing,152674.0,7.0,47.61222,-122.34456000000002,551.53,14619984.0
4420,Multifamily MR (5-9),Mid-Rise Multifamily,Cooper Square,6,northwest,1989,1.0,5.0,0,50028,"Multifamily Housing, Office",Multifamily Housing,37859.0,,47.69397,-122.3557,9.67,1386983.375
4421,NonResidential,Distribution Center,Dekeriver LLC,2,greater duwamish,1956,1.0,1.0,0,27000,Distribution Center,Distribution Center,27000.0,61.0,47.54365,-122.30785,18.85,651293.3125
4422,Multifamily LR (1-4),Low-Rise Multifamily,Cornerstone of Queen Anne,7,magnolia / queen anne,1992,1.0,4.0,0,42093,Multifamily Housing,Multifamily Housing,31956.0,16.0,47.62746,-122.34728999999999,8.64,1239315.375
4423,Multifamily HR (10+),High-Rise Multifamily,Cosmopolitan Condo's,7,downtown,2006,1.0,33.0,0,299755,"Multifamily Housing, Retail Store",Multifamily Housing,291429.0,63.0,47.6161,-122.33576000000001,61.46,8815732.0
4424,Multifamily LR (1-4),Low-Rise Multifamily,Broadview,5,northwest,1976,1.0,3.0,4025,23271,"Multifamily Housing, Parking",Multifamily Housing,27296.0,95.0,47.72116,-122.35512,4.28,613684.125
4425,Multifamily LR (1-4),Low-Rise Multifamily,Court At Sand Pointe Condominium,4,northeast,1985,1.0,3.0,0,30542,Multifamily Housing,Multifamily Housing,30542.0,59.0,47.68173,-122.26408,6.08,872326.375
4426,Multifamily LR (1-4),Low-Rise Multifamily,Courtyard at Bitter Lake ACO,5,northwest,1989,1.0,4.0,0,34368,"Multifamily Housing, Parking",Multifamily Housing,34368.0,15.0,47.72298,-122.34795,6.94,995798.8125
4427,Multifamily LR (1-4),Low-Rise Multifamily,COURTYARD AT QUEEN ANNE SQ,7,magnolia / queen anne,1982,1.0,4.0,0,59670,Multifamily Housing,Multifamily Housing,59670.0,66.0,47.62525,-122.36023,11.54,1655800.75
4428,Multifamily HR (10+),High-Rise Multifamily,Decatur Condominiums,3,east,1950,1.0,13.0,0,108228,Multifamily Housing,Multifamily Housing,108948.0,80.0,47.610279999999996,-122.32524,115.56,4533874.5
4429,Multifamily MR (5-9),Mid-Rise Multifamily,Delorges Condominium,3,east,1928,1.0,5.0,0,20639,Multifamily Housing,Multifamily Housing,20639.0,100.0,47.62185,-122.32238000000001,20.73,509485.6875
4430,Multifamily LR (1-4),Low-Rise Multifamily,Four Seasons,3,northeast,1966,1.0,4.0,0,31682,Multifamily Housing,Multifamily Housing,31682.0,55.0,47.64127,-122.31338000000001,6.52,935396.6875
4431,Multifamily LR (1-4),Low-Rise Multifamily,DENICE HUNT TOWNHOMES,6,northwest,1997,1.0,3.0,0,31017,"Multifamily Housing, Office, Parking",Multifamily Housing,31017.0,,47.690940000000005,-122.3502,8.7,1076644.75
4432,SPS-District K-12,K-12 School,TOPS K-8,4,lake union,1999,1.0,3.0,0,95501,K-12 School,K-12 School,95501.0,88.0,47.642520000000005,-122.32418,62.94,3009967.0
4433,NonResidential,Small- and Mid-Sized Office,SPRAG,4,lake union,1957,1.0,2.0,0,21183,"Office, Parking",Office,13945.0,99.0,47.64243,-122.32618000000001,2.52,361542.0938
4434,NonResidential,Small- and Mid-Sized Office,Eastlake Professional Center,4,lake union,1961,1.0,3.0,3834,25558,"Office, Parking",Office,29392.0,91.0,47.64428,-122.32627,6.18,755618.1875
4435,Multifamily LR (1-4),Low-Rise Multifamily,Trimark-Remi Apartments,4,lake union,1996,1.0,4.0,0,54721,Multifamily Housing,Multifamily Housing,54721.0,67.0,47.64533,-122.32637,17.26,1241023.75
4436,NonResidential,Large Office,Eastlake Center (North & South),4,lake union,1985,1.0,5.0,55504,82234,"Office, Other, Parking",Office,77796.0,62.0,47.6465,-122.3252,32.8,4704936.5
4437,Multifamily MR (5-9),Mid-Rise Multifamily,53441 - Eastlake Apartments,4,lake union,2008,1.0,6.0,0,165325,Multifamily Housing,Multifamily Housing,84295.0,84.0,47.64711,-122.32515,81.82,3568237.0
4438,Multifamily MR (5-9),Mid-Rise Multifamily,Coronado Apartments,4,lake union,1958,1.0,6.0,0,56144,Multifamily Housing,Multifamily Housing,56144.0,77.0,47.64676,-122.32456,10.44,1497863.375
4439,Multifamily LR (1-4),Low-Rise Multifamily,The Shelby Apartments,4,lake union,1928,1.0,4.0,0,37885,Multifamily Housing,Multifamily Housing,37885.0,77.0,47.64626,-122.32366999999999,51.91,1427974.625
4440,Multifamily LR (1-4),Low-Rise Multifamily,Killarney Apartments,3,northeast,1926,1.0,3.0,0,24367,"Multifamily Housing, Parking",Multifamily Housing,23867.0,52.0,47.64816,-122.32168999999999,4.27,612158.1875
4441,Multifamily LR (1-4),Low-Rise Multifamily,L'Amourita Cooperative Building,4,lake union,1914,2.0,3.0,0,24330,"Multifamily Housing, Parking",Multifamily Housing,24330.0,76.0,47.64735,-122.32343,23.59,838394.8125
4442,Multifamily LR (1-4),Low-Rise Multifamily,Eastlake Gardens Apartments,3,northeast,1997,1.0,3.0,0,45580,"Multifamily Housing, Other - Restaurant/Bar, Parking, Retail Store",Multifamily Housing,24901.0,,47.65084,-122.32146999999999,8.97,1287040.625
4443,Multifamily MR (5-9),Mid-Rise Multifamily,Union Bay Lofts,3,northeast,2008,1.0,6.0,0,35746,"Multifamily Housing, Parking",Multifamily Housing,20148.0,,47.65058,-122.32158999999999,8.2,1176032.125
4444,NonResidential,Residence Hall,(ID20861) KEYSTONE GROUP HOME,4,lake union,1988,1.0,3.0,0,21118,Residence Hall/Dormitory,Residence Hall/Dormitory,21118.0,49.0,47.65014,-122.34423999999999,39.5,1361427.75
4445,NonResidential,Large Office,Stone 34,4,lake union,2013,1.0,5.0,79284,126842,"Office, Other, Parking, Restaurant",Office,101941.0,98.0,47.64868,-122.34253999999999,72.26,4489661.0
4446,NonResidential,Small- and Mid-Sized Office,The Production Network,4,lake union,1900,1.0,2.0,0,20500,Office,Office,20500.0,48.0,47.64866,-122.34508999999998,11.27,1326178.125
4447,Multifamily HR (10+),High-Rise Multifamily,Cristalla-300,7,downtown,2004,1.0,23.0,2206,246019,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,198646.0,1.0,47.61208,-122.34286999999999,534.88,18353916.0
4448,Multifamily LR (1-4),Low-Rise Multifamily,Imperial Crown Manor Apartments,6,ballard,1978,1.0,4.0,0,35512,Multifamily Housing,Multifamily Housing,35512.0,78.0,47.6958,-122.37208000000001,6.7,961491.3125
4449,NonResidential,Senior Care Community,Ballard Center,6,ballard,1966,1.0,2.0,31000,3636,"Parking, Senior Care Community",Senior Care Community,36000.0,3.0,47.69875,-122.36725,480.9,12148720.0
4450,NonResidential,Worship Facility,Assumption Church,4,northeast,1930,1.0,2.0,0,25521,Worship Facility,Worship Facility,25521.0,82.0,47.67485,-122.29283999999998,15.47,605186.3125
4451,NonResidential,K-12 School,ASB School,4,northeast,1986,1.0,1.0,0,23190,K-12 School,K-12 School,23190.0,79.0,47.67485,-122.29283999999998,68.14,1705515.25
4452,Multifamily LR (1-4),Low-Rise Multifamily,Dakota Condominiums,1,southwest,2008,1.0,4.0,0,40326,Multifamily Housing,Multifamily Housing,40326.0,57.0,47.56584,-122.38655,29.97,1366000.125
4453,Multifamily MR (5-9),Mid-Rise Multifamily,Danielle Condominium,6,ballard,2012,1.0,6.0,0,31248,"Multifamily Housing, Parking",Multifamily Housing,33892.0,88.0,47.671209999999995,-122.38786,16.99,1000804.625
4454,Multifamily LR (1-4),Mixed Use Property,Cosmopolitan Apartments,4,lake union,1966,4.0,3.0,0,126153,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,62074.0,76.0,47.6616,-122.32366999999999,100.02,4141785.5
4455,NonResidential,Small- and Mid-Sized Office,St. John Egan Hall,6,northwest,1960,1.0,1.0,0,20678,Office,Office,23100.0,98.0,47.68602,-122.35673999999999,32.63,770333.0
4456,NonResidential,K-12 School,St. John School,6,northwest,1922,1.0,3.0,0,28820,K-12 School,K-12 School,33780.0,43.0,47.68642,-122.35707,106.45,2595783.5
4457,Multifamily LR (1-4),Low-Rise Multifamily,COBRIZO CONDOMINIUM (ID20921),4,lake union,2002,1.0,4.0,0,41316,"Multifamily Housing, Office",Multifamily Housing,36066.0,78.0,47.65598,-122.34693999999999,51.13,1713051.875
4458,Multifamily LR (1-4),Low-Rise Multifamily,College Park West,1,southwest,1985,1.0,4.0,0,21600,Multifamily Housing,Multifamily Housing,21600.0,79.0,47.58318,-122.38461000000001,3.95,565952.0
4459,NonResidential,Worship Facility,St. Paul Church & School,2,southeast,1954,1.0,2.0,0,27876,Worship Facility,Worship Facility,44816.0,69.0,47.51042,-122.26276999999999,68.97,1829981.375
4460,SPS-District K-12,K-12 School,Queen Anne Elementary,7,magnolia / queen anne,1925,1.0,1.0,0,48789,K-12 School,K-12 School,48789.0,94.0,47.63796,-122.34897,29.41,1298307.625
4461,Multifamily MR (5-9),Mid-Rise Multifamily,Colonial Grand Pacific ID20945,7,downtown,1902,1.0,6.0,3459,32385,"Multifamily Housing, Parking",Multifamily Housing,35070.0,1.0,47.605709999999995,-122.33758999999999,16.33,2342494.25
4462,SPS-District K-12,K-12 School,Columbia Building,2,southeast,1925,1.0,1.0,0,33105,K-12 School,K-12 School,33105.0,79.0,47.55818,-122.28712,69.77,1725336.25
4463,NonResidential,Senior Care Community,Kin On Health Care Center,2,southeast,1966,1.0,2.0,7233,41649,"Parking, Senior Care Community",Senior Care Community,41922.0,51.0,47.55387,-122.27875,235.26,6782435.0
4464,NonResidential,Warehouse,NWCP-SEA Bldg E,2,greater duwamish,1977,1.0,1.0,0,22320,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,22320.0,62.0,47.553740000000005,-122.32498000000001,3.06,439065.9063
4465,NonResidential,Other,Terreno Lucile,2,greater duwamish,1976,1.0,1.0,0,47105,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,45320.0,,47.55297,-122.32472,348.22,10234721.0
4466,NonResidential,Small- and Mid-Sized Office,The Hathaway Building,2,greater duwamish,1982,1.0,2.0,0,40029,"Non-Refrigerated Warehouse, Office",Office,31800.0,69.0,47.55316,-122.32616000000002,10.26,1471914.25
4467,NonResidential,Small- and Mid-Sized Office,Building R,2,greater duwamish,1970,1.0,2.0,0,28304,Office,Office,27185.0,67.0,47.55196,-122.32518,8.85,1269367.5
4468,NonResidential,Other,Building Q,2,greater duwamish,1970,1.0,1.0,0,26400,"Non-Refrigerated Warehouse, Other - Recreation",Other - Recreation,20560.0,,47.55168,-122.32458999999999,3.16,452612.5
4469,NonResidential,Warehouse,Orcas Maintenance Shop,2,greater duwamish,1968,1.0,1.0,0,27680,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,25000.0,,47.55049,-122.32382,64.81,1778431.75
4470,NonResidential,Small- and Mid-Sized Office,Building P,2,greater duwamish,1969,1.0,2.0,0,25872,"Non-Refrigerated Warehouse, Office",Office,23272.0,,47.55145,-122.32635,45.79,1787119.0
4471,NonResidential,Small- and Mid-Sized Office,Building O,2,greater duwamish,1969,1.0,2.0,0,25872,Office,Office,24988.0,41.0,47.55127,-122.32576,81.96,2399353.5
4472,NonResidential,Warehouse,Building N,2,greater duwamish,1969,1.0,1.0,0,20500,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,21386.0,65.0,47.55127,-122.32576,1.55,222600.0938
4473,NonResidential,Small- and Mid-Sized Office,4000 aurora building,4,lake union,1958,1.0,2.0,0,21436,Office,Office,21436.0,95.0,47.6557,-122.34682,3.73,534703.6875
4474,NonResidential,Mixed Use Property,George Pocock Memorial Rowing Center,3,northeast,1998,1.0,1.0,0,20233,"Non-Refrigerated Warehouse, Office, Other",Office,7245.0,,47.65205,-122.3218,18.16,630250.125
4475,Multifamily LR (1-4),Low-Rise Multifamily,Francis Ave Apartments,6,lake union,1988,1.0,4.0,0,22448,Multifamily Housing,Multifamily Housing,22448.0,86.0,47.65299,-122.35298999999999,3.54,508014.5938
4476,NonResidential,Small- and Mid-Sized Office,Fremont Space,6,lake union,2006,1.0,4.0,12400,27526,"Multifamily Housing, Office, Parking, Retail Store",Office,24335.0,,47.65178,-122.351,14.49,1010967.688
4477,Multifamily LR (1-4),Low-Rise Multifamily,THE NORTHBRIDGE,4,lake union,1994,1.0,4.0,0,62681,"Multifamily Housing, Office",Multifamily Housing,38993.0,72.0,47.65303,-122.3469,10.74,1275236.125
